,availability,avg_estimated_bookings,avg_minstay,avg_occupancy_rate,avg_price,avg_reviews_listing,income_month,income_year,listings,most_common_neigh
35459554,49.0,1.5,4.0,5.8,60.0,3.0,30.0,360.0,1,Can Bar
33206755,82.2,8.5,1.0,0.4,25.0,17.0,17.7,212.5,1,la Vila de Grcia
21309521,99.5,1.0,3.0,5.6,200.0,2.0,50.0,600.0,1,el Guinard
40664388,99.7,0.5,1.0,18.1,29.0,1.0,1.2,14.5,1,el Poble Sec
37945905,96.8,0.5,1.5,3.6,23.0,1.0,2.9,34.5,2,el Parc i la Llacuna del Poblenou
38919944,13.7,1.5,1.0,8.0,31.0,3.0,3.9,46.5,1,el Poblenou
2699759,99.7,0.5,2.0,0.4,65.0,1.0,5.4,65.0,1,la Vila de Grcia
2808176,29.6,15.0,2.0,32.0,40.0,30.0,100.0,1200.0,1,l'Antiga Esquerra de l'Eixample
2314741,94.8,14.5,2.0,27.4,61.0,29.0,147.4,1769.0,1,el Camp d'en Grassot i Grcia Nova
2077174,89.2,12.0,2.5,2.1,80.0,24.0,415.7,4988.6,2,el Putxet i el Farr
35376553,91.8,1.5,2.0,1.2,19.0,3.0,4.8,57.0,1,la Nova Esquerra de l'Eixample
29670162,70.7,1.5,1.0,7.0,28.0,3.0,3.5,42.0,1,la Font de la Guatlla
39416317,91.5,3.5,1.0,0.4,50.0,7.0,14.6,175.0,1,Can Bar
7295487,8.0,1.5,4.0,5.0,50.0,3.0,25.0,300.0,1,el Fort Pienc
2413056,89.9,6.3,2.0,7.0,24.0,12.7,25.3,303.8,1,la Vila de Grcia
12808705,96.7,6.0,1.0,13.0,2352.5,12.0,1384.4,16612.5,2,Sant Antoni
35680770,42.6,2.5,2.5,10.0,105.0,5.0,97.5,1170.0,2,Sarri
28643845,41.9,1.0,1.0,0.4,53.0,2.0,4.4,53.0,1,Sant Antoni
152070,97.0,19.0,3.0,34.6,65.0,38.0,308.3,3700.1,1,el Barri Gtic
34341634,53.1,0.5,1.0,3.3,20.0,1.0,0.8,10.0,1,la Maternitat i Sant Ramon
34656782,99.2,14.0,2.0,5.3,35.0,28.0,81.7,980.0,1,la Sagrada Famlia
20394512,98.1,6.5,3.0,35.8,60.0,13.0,97.5,1170.0,1,Vallcarca i els Penitents
6787743,98.4,5.5,1.0,8.3,26.0,11.0,11.9,143.0,1,la Sagrada Famlia
5919250,75.1,8.5,3.0,0.4,90.0,17.0,191.3,2295.0,1,el Camp d'en Grassot i Grcia Nova
19911187,94.5,3.0,1.0,0.8,39.0,6.0,9.8,117.0,1,la Sagrada Famlia
25932309,93.7,2.5,2.0,3.0,30.0,5.0,12.5,150.0,1,Sarri
135703,64.7,6.4,1.3,9.3,197.7,12.8,1767.2,21206.0,15,el Fort Pienc
7696922,87.3,4.0,3.0,9.0,96.7,8.0,288.8,3465.0,3,el Camp d'en Grassot i Grcia Nova
2273819,99.2,8.6,1.0,1.2,39.0,17.3,56.1,672.8,2,el Raval
10007301,93.6,2.8,0.5,16.6,13.5,5.5,1.3,16.0,2,el Carmel
6615586,12.9,5.5,3.0,0.4,70.0,11.0,96.3,1155.0,1,el Raval
9381979,97.0,11.0,2.0,0.4,22.0,22.0,40.3,484.0,1,el Fort Pienc
35263238,49.9,0.5,1.0,10.8,50.0,1.0,2.1,25.0,1,la Barceloneta
26513958,96.6,8.5,1.5,6.7,70.0,17.0,105.0,1260.0,2,Sants
5763623,48.8,5.0,3.0,13.6,175.0,10.0,218.8,2625.0,1,"Sant Pere, Santa Caterina i la Ribera"
2986536,15.6,10.9,4.0,6.2,14.5,21.9,106.2,1274.1,2,Sant Andreu
45445673,97.0,2.5,1.0,0.4,25.0,5.0,5.2,62.5,1,la Nova Esquerra de l'Eixample
45658666,18.6,3.0,3.0,0.8,84.0,6.0,63.0,756.0,1,Hostafrancs
29389357,78.4,2.0,3.0,7.5,120.0,4.0,60.0,720.0,1,la Nova Esquerra de l'Eixample
20886062,67.7,36.5,2.0,12.2,96.0,73.0,584.0,7008.0,1,la Sagrada Famlia
44616213,98.6,1.0,2.0,16.4,1388.0,2.0,347.0,4164.0,2,la Verneda i la Pau
635440,44.1,6.8,3.0,8.3,53.0,13.5,89.4,1073.3,1,el Raval
3183153,84.5,13.0,3.0,6.2,75.0,26.0,501.3,6015.3,2,la Maternitat i Sant Ramon
13931058,77.8,1.5,2.0,13.4,50.0,3.0,12.5,150.0,1,el Raval
9244083,33.7,1.5,4.0,10.1,60.0,3.0,30.0,360.0,1,Provenals del Poblenou
2445876,18.9,1.0,2.0,12.7,30.0,2.0,5.0,60.0,1,la Nova Esquerra de l'Eixample
36020541,49.9,1.5,3.0,5.5,125.5,3.0,94.1,1129.5,2,el Camp de l'Arpa del Clot
2978360,22.7,20.0,2.0,4.6,39.0,39.9,129.7,1556.9,1,la Dreta de l'Eixample
17776052,98.6,4.0,2.0,7.8,40.0,8.0,26.7,320.0,1,la Nova Esquerra de l'Eixample
27775546,8.8,1.5,3.0,13.6,70.0,3.0,26.3,315.0,1,el Raval
14039135,99.7,6.3,2.0,11.2,20.0,12.5,20.8,250.0,1,la Vila de Grcia
43151932,97.0,6.5,2.0,1.3,30.0,13.0,32.5,390.0,1,Sants
36147773,99.2,1.5,2.0,0.8,3920.0,3.0,980.0,11760.0,1,Provenals del Poblenou
283200,20.0,17.0,3.0,22.9,84.0,34.0,357.0,4284.0,1,el Raval
3748419,32.9,7.5,1.0,9.3,40.0,15.0,25.0,300.0,1,el Poble Sec
6894148,37.1,6.0,2.5,21.0,39.0,12.0,107.3,1287.6,2,el Parc i la Llacuna del Poblenou
28643909,23.6,3.5,2.0,0.7,59.0,7.0,34.4,413.0,1,"Sant Pere, Santa Caterina i la Ribera"
5343329,98.6,6.6,1.0,0.6,50.0,13.2,27.4,329.0,1,el Poble Sec
25981516,17.9,11.5,2.3,3.8,16.3,23.0,108.8,1306.0,3,Provenals del Poblenou
23305163,38.1,0.5,1.0,2.2,84.0,1.0,3.5,42.0,1,l'Antiga Esquerra de l'Eixample
45199950,99.5,0.5,2.0,4.5,139.0,1.0,11.6,139.0,1,el Fort Pienc
13922895,98.9,11.3,2.0,1.9,89.0,22.5,166.9,2002.5,1,la Sagrada Famlia
12415569,99.5,11.5,2.0,2.2,66.0,23.0,126.5,1518.0,1,l'Antiga Esquerra de l'Eixample
4166229,96.8,6.1,0.0,13.3,110.3,12.2,0.0,0.0,3,Sants
3756631,99.7,2.0,1.0,0.4,60.0,4.0,10.0,120.0,1,la Vila de Grcia
32812347,99.7,6.5,1.0,3.4,57.0,13.0,30.9,370.5,1,el Parc i la Llacuna del Poblenou
5223003,99.7,5.3,2.0,2.6,25.0,10.5,21.9,262.5,1,el Poblenou
2298462,76.2,3.3,2.0,23.6,35.0,6.7,19.5,233.4,1,l'Antiga Esquerra de l'Eixample
4764255,99.5,1.0,3.0,7.7,25.0,2.0,6.3,75.0,1,el Guinard
13669136,82.1,18.9,1.0,6.0,65.0,37.8,204.5,2453.8,2,la Dreta de l'Eixample
7213669,83.8,0.5,3.0,18.4,30.0,1.0,3.8,45.0,1,la Vila de Grcia
10855185,11.9,16.1,0.0,13.2,1811.0,32.3,0.0,0.0,2,el Fort Pienc
3789417,91.0,8.5,3.0,13.7,39.0,17.0,82.9,994.5,1,la Vila de Grcia
40612458,99.7,0.5,2.0,0.4,60.0,1.0,5.0,60.0,1,el Poblenou
35598955,99.7,1.0,1.0,3.1,36.0,2.0,3.0,36.0,1,la Sagrada Famlia
7148140,99.7,5.9,2.0,7.9,42.5,11.8,100.5,1206.3,2,el Clot
5501549,99.7,0.5,2.0,0.4,26.0,1.0,2.2,26.0,1,el Guinard
16077423,90.8,5.8,1.0,3.1,42.5,11.5,44.4,532.5,2,el Barri Gtic
5900392,93.7,2.5,1.0,9.0,100.0,5.0,20.8,250.0,1,"Sant Pere, Santa Caterina i la Ribera"
2413170,72.6,5.0,2.0,11.5,82.0,10.0,68.3,820.0,1,el Raval
1004147,7.4,0.5,6.0,23.0,25.0,1.0,6.3,75.0,1,la Vila de Grcia
23712372,64.1,0.5,1.0,10.8,24.0,1.0,1.0,12.0,1,el Camp d'en Grassot i Grcia Nova
8630901,99.5,1.0,2.0,10.3,50.0,2.0,8.3,100.0,1,el Raval
39940727,86.8,9.0,0.0,0.4,100.0,18.0,0.0,0.0,1,l'Antiga Esquerra de l'Eixample
12284536,78.6,8.5,0.3,14.6,58.3,17.0,5.0,60.0,3,el Poble Sec
4313721,89.0,19.2,1.0,3.9,124.0,38.3,198.0,2376.5,1,la Sagrada Famlia
22998997,99.5,0.5,1.0,14.2,25.0,1.0,1.0,12.5,1,el Camp d'en Grassot i Grcia Nova
14119547,79.7,17.8,2.0,6.3,100.0,35.5,295.8,3550.0,1,"Sant Pere, Santa Caterina i la Ribera"
17863445,0.6,10.0,2.0,26.1,99.0,20.0,165.0,1980.0,1,el Guinard
660096,81.4,14.1,3.0,9.7,80.5,28.3,587.9,7054.8,2,l'Antiga Esquerra de l'Eixample
6226710,84.1,9.3,2.0,8.9,40.0,18.5,61.7,740.0,1,la Vila de Grcia
14127750,61.9,13.8,3.0,6.5,96.0,27.5,330.0,3960.0,1,el Camp d'en Grassot i Grcia Nova
28283529,94.9,5.3,3.0,7.3,86.5,10.5,221.8,2661.0,2,el Poble Sec
19436170,98.1,5.5,2.0,15.7,95.0,11.0,87.1,1045.0,1,el Fort Pienc
34263694,99.5,2.5,1.0,3.5,31.0,5.0,6.5,77.5,1,el Poblenou
7017103,32.3,9.6,2.0,17.4,90.0,19.2,143.8,1725.3,1,el Barri Gtic
8016528,13.7,0.5,1.0,0.8,80.0,1.0,3.3,40.0,1,Diagonal Mar i el Front Martim del Poblenou
29676180,5.5,5.5,2.0,11.1,39.0,11.0,35.8,429.0,1,la Barceloneta
18248342,92.9,2.7,1.0,5.9,23.3,5.3,14.8,177.5,3,la Nova Esquerra de l'Eixample
17720089,95.1,9.0,2.0,0.7,21.0,18.0,31.5,378.0,1,el Clot
31642265,99.4,2.4,3.0,10.4,11.0,4.8,92.1,1105.5,14,el Camp d'en Grassot i Grcia Nova
9799898,74.0,0.5,3.0,15.3,110.0,1.0,13.8,165.0,1,la Vila Olmpica del Poblenou
10072858,99.5,15.0,7.0,6.1,15.0,30.0,131.3,1575.0,1,el Baix Guinard
5837471,99.7,4.5,1.0,22.1,200.0,9.0,75.0,900.0,1,la Dreta de l'Eixample
38548128,23.3,7.5,2.0,3.7,52.0,15.0,65.0,780.0,1,el Raval
3709040,63.8,4.0,3.0,7.4,180.0,8.0,180.0,2160.0,1,la Vila Olmpica del Poblenou
12186274,76.4,0.5,6.0,5.0,10226.0,1.0,2556.5,30678.0,1,la Sagrada Famlia
19584034,15.6,4.0,0.0,2.0,95.0,8.0,0.0,0.0,1,la Vila de Grcia
44486623,99.7,3.5,1.0,74.2,35.0,7.0,10.2,122.5,1,Pedralbes
2839207,96.7,7.2,2.0,10.0,19.0,14.3,22.7,272.3,1,la Sagrada Famlia
152232,94.8,7.4,2.0,6.1,38.3,14.9,185.5,2226.0,4,l'Antiga Esquerra de l'Eixample
6566569,64.6,11.2,3.0,10.3,77.0,22.3,683.9,8206.9,3,"Sant Pere, Santa Caterina i la Ribera"
9794218,94.8,10.3,3.0,1.8,50.0,20.5,128.1,1537.5,1,el Barri Gtic
2339500,91.0,4.8,4.0,1.2,111.0,9.5,175.8,2109.0,1,la Nova Esquerra de l'Eixample
39785133,24.1,5.5,4.0,7.2,28.0,11.0,51.3,616.0,1,el Baix Guinard
34716099,53.4,3.5,3.0,0.9,24.0,7.0,21.0,252.0,1,la Vila de Grcia
51091161,91.8,0.5,3.0,2.8,71.0,1.0,8.9,106.5,1,el Raval
37928392,30.7,6.5,2.0,2.3,50.0,13.0,54.2,650.0,1,la Dreta de l'Eixample
34575026,99.5,2.5,2.0,3.3,20.0,5.0,8.3,100.0,1,Montbau
3846835,97.7,13.3,1.0,17.3,27.5,26.5,60.1,721.3,2,el Barri Gtic
742068,75.5,18.1,3.0,10.2,43.0,36.1,390.5,4685.7,2,el Raval
488117,94.0,4.3,0.0,13.6,210.0,8.5,0.0,0.0,1,el Raval
4042185,81.9,12.0,3.0,10.2,50.0,23.9,302.2,3626.8,2,el Raval
2659001,62.7,14.7,2.0,9.1,60.0,29.3,146.7,1760.4,1,l'Antiga Esquerra de l'Eixample
8843962,87.4,26.0,1.0,11.3,111.0,51.9,1230.9,14770.2,4,la Dreta de l'Eixample
5509819,92.2,8.7,3.3,6.9,38.7,17.4,292.7,3512.3,3,Sant Antoni
4076221,99.2,2.2,3.0,3.3,47.7,4.3,69.0,828.0,3,Sant Antoni
3445438,80.5,0.5,2.0,13.8,40.0,1.0,3.3,40.0,1,l'Antiga Esquerra de l'Eixample
6574783,99.5,1.5,4.0,9.7,99.0,3.0,49.5,594.0,1,les Corts
7052747,88.0,8.0,1.0,2.3,45.0,16.0,30.0,360.0,1,el Bess i el Maresme
6572309,98.4,8.5,3.0,6.8,40.0,17.0,85.0,1020.0,1,Sants
7025349,94.9,14.5,3.0,12.2,84.5,28.9,611.0,7332.4,2,"Sant Pere, Santa Caterina i la Ribera"
30765767,99.7,4.5,1.0,1.7,56.0,9.0,21.0,252.0,1,la Vila Olmpica del Poblenou
27415240,92.6,6.5,3.0,6.7,100.0,13.0,162.5,1950.0,1,la Salut
7033546,92.0,25.1,1.0,0.8,60.0,50.2,125.4,1505.1,1,"Sant Pere, Santa Caterina i la Ribera"
35689163,48.2,1.5,1.0,3.0,24.0,3.0,3.0,36.0,1,la Marina de Port
6099660,77.9,2.8,3.0,14.0,74.5,5.7,435.6,5227.5,8,l'Antiga Esquerra de l'Eixample
17191629,93.4,24.3,3.0,17.7,60.0,48.5,363.8,4365.0,1,Sant Antoni
13038286,98.9,17.5,2.0,8.4,30.0,35.0,87.5,1050.0,1,el Clot
7822797,81.9,0.5,1.0,1.3,59.0,1.0,2.5,29.5,1,l'Antiga Esquerra de l'Eixample
1987285,91.0,10.0,1.0,25.5,46.0,20.0,38.3,460.0,1,la Vila de Grcia
488151,96.4,16.9,3.0,1.7,65.0,33.8,275.0,3299.4,1,la Dreta de l'Eixample
3052252,0.3,2.5,1.0,0.4,35.0,5.0,7.3,87.5,1,l'Antiga Esquerra de l'Eixample
25400029,90.4,1.0,4.0,1.4,50.0,2.0,16.7,200.0,1,el Bess i el Maresme
2986718,99.5,9.0,3.0,16.9,55.0,18.0,123.8,1485.0,1,el Raval
26256165,99.7,0.5,1.0,0.8,58.0,1.0,2.4,29.0,1,Vilapicina i la Torre Llobeta
6135248,99.7,0.5,7.0,10.0,83.0,1.0,24.2,290.5,1,l'Antiga Esquerra de l'Eixample
4354788,24.7,23.0,1.0,3.3,38.0,46.0,72.8,874.0,1,el Barri Gtic
14066470,67.4,10.0,3.0,18.9,100.0,20.0,250.0,3000.0,1,la Font d'en Fargues
37977553,95.9,3.0,3.0,0.4,48.0,6.0,36.0,432.0,1,el Poblenou
15233770,94.3,6.3,3.0,19.4,171.0,12.5,267.2,3206.3,1,l'Antiga Esquerra de l'Eixample
3937003,95.1,15.4,1.7,7.3,78.2,30.7,1424.0,17088.5,9,la Nova Esquerra de l'Eixample
14529260,92.6,5.5,1.0,0.8,90.0,11.0,41.3,495.0,1,el Raval
15291118,77.5,15.0,2.0,17.6,70.0,30.0,175.0,2100.0,1,la Dreta de l'Eixample
8213233,98.9,9.8,3.0,18.6,80.0,19.5,195.0,2340.0,1,"Sant Pere, Santa Caterina i la Ribera"
2142963,78.9,7.8,2.5,11.0,66.5,15.6,205.8,2469.3,2,el Parc i la Llacuna del Poblenou
11121396,98.9,2.0,2.0,4.9,18.0,4.0,6.0,72.0,1,el Guinard
17683190,99.7,0.5,2.0,3.9,35.0,1.0,2.9,35.0,1,el Putxet i el Farr
971511,91.8,2.5,2.0,17.2,94.0,5.0,39.2,470.0,1,el Camp d'en Grassot i Grcia Nova
3396344,96.2,0.5,1.0,0.4,32.0,1.0,1.3,16.0,1,el Poble Sec
33107503,56.2,1.5,2.0,6.3,78.0,3.0,19.5,234.0,1,la Sagrada Famlia
24711930,84.7,22.3,1.0,10.3,25.0,44.5,92.7,1112.5,2,Sant Antoni
17814268,94.0,1.5,2.0,2.1,110.0,3.0,27.5,330.0,1,la Nova Esquerra de l'Eixample
14152446,97.5,5.5,1.0,13.4,69.0,11.0,31.6,379.5,1,la Bordeta
29875669,67.1,3.8,10.5,2.6,32.0,7.5,194.3,2331.0,2,la Bordeta
1995520,31.2,0.5,1.0,1.4,45.0,1.0,1.9,22.5,1,la Vila de Grcia
17666817,99.7,0.5,1.0,7.4,40.0,1.0,1.7,20.0,1,la Dreta de l'Eixample
12006146,68.8,24.3,2.0,6.7,199.0,48.5,804.3,9651.5,1,la Dreta de l'Eixample
15635203,92.2,26.6,4.0,7.0,42.0,53.3,757.3,9087.0,2,la Dreta de l'Eixample
26301188,99.7,12.0,3.0,0.8,28.0,24.0,84.0,1008.0,1,"Sant Pere, Santa Caterina i la Ribera"
701189,99.7,1.0,1.0,10.4,30.0,2.0,2.5,30.0,1,Sant Gervasi - la Bonanova
14979846,51.5,2.8,3.0,0.4,54.0,5.5,37.1,445.5,1,Sant Gervasi - la Bonanova
14227585,96.4,3.5,2.0,9.0,20.0,7.0,11.7,140.0,1,Sant Mart de Provenals
1176331,70.4,21.0,2.0,27.8,650.0,42.0,2275.0,27300.0,1,la Dreta de l'Eixample
23204620,90.4,29.8,1.0,0.5,25.0,59.5,124.0,1487.5,2,la Sagrada Famlia
16603266,23.6,2.8,2.0,9.3,90.0,5.5,41.3,495.0,1,el Poble Sec
10474254,99.7,6.5,2.0,5.9,46.0,13.0,49.8,598.0,1,l'Antiga Esquerra de l'Eixample
4649744,93.7,18.3,3.0,20.2,78.5,36.6,715.3,8583.2,2,Sants
5165870,98.9,4.5,1.0,0.8,29.0,9.0,10.9,130.5,1,la Dreta de l'Eixample
20168153,65.2,6.6,2.0,1.8,27.5,13.3,61.0,732.0,2,Montbau
1348378,77.7,4.5,1.5,2.1,34.5,9.0,40.6,487.5,2,el Putxet i el Farr
4014703,99.7,14.0,1.0,15.5,24.0,28.0,28.0,336.0,1,"Sant Pere, Santa Caterina i la Ribera"
30298913,78.1,2.5,3.0,9.2,82.5,5.0,108.8,1305.0,2,el Poble Sec
36131621,98.1,1.5,2.0,16.7,20.0,3.0,5.0,60.0,1,el Bess i el Maresme
13087527,98.9,19.3,3.0,0.6,73.0,38.5,351.3,4215.8,1,la Dreta de l'Eixample
1635112,83.8,12.5,2.0,20.5,25.0,25.0,52.1,625.0,1,la Vila de Grcia
20697899,23.8,11.0,1.0,0.8,35.0,22.0,32.1,385.0,1,el Fort Pienc
3601196,76.9,2.2,3.0,4.7,84.0,4.4,328.1,3936.8,7,la Sagrada Famlia
24015666,95.6,12.5,1.0,19.6,20.0,25.0,20.8,250.0,1,l'Antiga Esquerra de l'Eixample
4207406,46.3,8.4,2.0,1.2,30.0,16.8,42.1,504.9,1,el Raval
38277876,40.3,2.5,3.0,2.3,39.0,5.0,24.4,292.5,1,Hostafrancs
30723955,5.8,10.5,3.0,1.7,30.0,21.0,78.8,945.0,1,el Barri Gtic
11719474,76.7,18.7,2.0,7.2,49.0,37.3,152.5,1829.7,1,Hostafrancs
37917491,98.9,8.0,2.0,2.9,30.0,16.0,40.0,480.0,1,"Sant Pere, Santa Caterina i la Ribera"
15759497,88.2,3.0,1.0,6.7,22.0,6.0,5.5,66.0,1,la Barceloneta
36205368,53.7,8.9,1.0,4.9,44.8,17.8,129.5,1554.5,4,la Dreta de l'Eixample
35124028,98.9,5.0,3.0,5.5,106.0,10.0,132.5,1590.0,1,la Nova Esquerra de l'Eixample
24933182,93.4,3.5,1.0,1.6,34.0,7.0,9.9,119.0,1,el Parc i la Llacuna del Poblenou
14219771,81.1,7.8,5.0,0.4,50.0,15.5,161.5,1937.5,1,Hostafrancs
9884480,41.9,2.0,2.0,2.9,95.0,4.0,31.7,380.0,1,la Vila de Grcia
6166140,82.7,5.0,2.0,7.0,100.0,10.0,83.3,1000.0,1,el Poble Sec
3560258,98.6,2.5,0.0,0.6,90.0,5.0,0.0,0.0,1,la Dreta de l'Eixample
17584964,99.7,2.0,1.0,7.0,35.0,4.0,5.8,70.0,1,la Barceloneta
602949,68.8,22.5,2.0,10.6,64.0,45.0,240.2,2881.9,1,el Raval
44233759,23.3,1.5,2.0,19.1,28.0,3.0,7.0,84.0,1,les Corts
27576460,48.0,10.5,3.0,16.6,85.0,21.0,223.1,2677.5,1,la Vila Olmpica del Poblenou
45224780,92.9,0.8,3.0,4.5,114.5,1.5,41.6,499.5,2,el Barri Gtic
1315661,98.1,16.3,1.0,1.2,40.0,32.5,54.2,650.0,1,la Sagrada Famlia
41231242,99.7,1.0,1.0,2.5,30.0,2.0,2.5,30.0,1,la Vila de Grcia
36706445,99.7,0.5,1.0,10.9,60.0,1.0,2.5,30.0,1,l'Antiga Esquerra de l'Eixample
11678546,38.6,0.5,7.0,0.8,75.0,1.0,21.9,262.5,1,Vallcarca i els Penitents
15719907,99.7,1.5,2.0,6.7,45.0,3.0,11.3,135.0,1,l'Antiga Esquerra de l'Eixample
10701150,99.7,6.5,2.0,2.5,39.0,13.0,42.3,507.0,1,el Raval
36718874,45.2,2.5,3.0,0.8,117.0,5.0,73.1,877.5,1,el Poblenou
2069340,80.4,18.6,1.0,34.3,30.0,37.3,93.5,1122.4,2,"Sant Pere, Santa Caterina i la Ribera"
3035997,99.5,2.0,2.0,13.3,80.0,4.0,26.7,320.0,1,el Poblenou
10730981,87.7,0.5,5.0,2.5,1098.0,1.0,228.8,2745.0,1,Diagonal Mar i el Front Martim del Poblenou
3904356,98.4,0.5,1.0,4.7,25.0,1.0,1.0,12.5,1,el Poble Sec
25355573,89.6,9.0,3.0,8.7,68.0,18.0,153.0,1836.0,1,la Nova Esquerra de l'Eixample
14262872,86.0,13.9,1.0,19.9,60.0,27.8,132.6,1591.3,2,la Dreta de l'Eixample
8581999,69.9,2.0,1.0,8.0,36.0,4.0,11.6,139.0,2,Sant Antoni
4330588,95.6,8.0,2.0,5.4,320.0,16.0,426.7,5120.0,1,Diagonal Mar i el Front Martim del Poblenou
725873,99.7,10.3,2.0,1.7,33.0,20.5,56.4,676.5,1,el Carmel
42824562,86.3,2.5,1.0,45.1,50.0,5.0,10.4,125.0,1,Provenals del Poblenou
7492467,28.2,1.5,4.0,18.2,290.0,3.0,145.0,1740.0,1,la Dreta de l'Eixample
23966581,86.3,1.5,3.0,7.5,116.0,3.0,43.5,522.0,1,la Dreta de l'Eixample
39613302,98.6,7.5,1.0,12.2,119.0,15.0,74.4,892.5,1,la Marina de Port
4002679,86.6,3.5,2.0,0.4,75.0,7.0,43.8,525.0,1,la Font de la Guatlla
4879224,0.0,15.3,2.0,23.3,36.0,30.7,92.0,1104.1,1,"Sant Pere, Santa Caterina i la Ribera"
34355348,97.5,0.5,2.0,1.8,85.0,1.0,7.1,85.0,1,el Barri Gtic
8344442,94.0,3.0,0.0,8.1,101.0,6.0,0.0,0.0,1,Sant Antoni
1725307,96.7,1.0,2.0,17.3,119.0,2.0,19.8,238.0,1,el Barri Gtic
5583741,97.5,19.3,1.0,5.8,23.0,38.7,74.2,890.4,2,la Sagrera
3994494,96.4,9.5,2.0,23.7,42.0,19.0,66.5,798.0,1,la Sagrada Famlia
19994773,85.6,12.7,1.0,10.2,20.4,25.4,160.5,1925.5,7,la Sagrada Famlia
27087744,90.5,8.1,0.7,9.1,91.4,16.1,427.5,5130.0,9,la Sagrada Famlia
34214786,2.7,7.5,2.0,1.4,94.0,15.0,117.5,1410.0,1,el Baix Guinard
9993707,81.1,10.3,2.0,7.0,82.0,20.5,140.1,1681.0,1,el Poblenou
4780937,0.0,2.5,2.0,25.4,111.0,5.0,46.3,555.0,1,la Vila Olmpica del Poblenou
29016898,97.8,6.0,0.0,1.6,100.0,12.0,0.0,0.0,1,el Poble Sec
938894,51.5,10.0,2.0,10.7,95.0,20.1,159.1,1909.5,1,el Fort Pienc
27839532,93.2,21.0,2.0,15.2,28.0,42.0,98.0,1176.0,1,l'Antiga Esquerra de l'Eixample
25605008,97.5,0.5,2.0,2.1,29.5,1.0,4.9,59.0,2,Pedralbes
1902744,98.2,13.1,3.0,24.2,162.0,26.2,1108.3,13299.8,2,l'Antiga Esquerra de l'Eixample
37467028,98.1,5.0,1.0,0.8,48.0,10.0,20.0,240.0,1,la Vila de Grcia
4985749,72.3,8.6,0.0,11.4,300.0,17.2,0.0,0.0,1,"Sant Pere, Santa Caterina i la Ribera"
8616089,99.7,2.3,1.0,9.9,50.0,4.7,31.0,372.5,3,les Corts
3707801,96.4,7.6,2.0,8.4,24.0,15.2,30.3,364.1,1,la Vila de Grcia
33924492,99.2,2.0,1.0,14.6,54.0,4.0,9.0,108.0,1,la Vila de Grcia
4068251,67.7,14.9,2.0,2.8,38.0,29.8,281.9,3383.3,3,el Poble Sec
627612,99.7,8.6,2.0,13.1,99.0,17.2,141.7,1699.8,1,"Sant Pere, Santa Caterina i la Ribera"
17093533,98.1,25.8,3.0,35.9,88.0,51.5,566.5,6798.0,1,la Dreta de l'Eixample
8164254,3.0,7.3,4.0,13.7,110.0,14.5,265.8,3190.0,1,la Sagrada Famlia
5878688,90.7,1.6,3.0,10.9,135.0,3.1,197.2,2366.3,4,Sant Antoni
529313,99.7,4.7,1.5,7.0,57.5,9.3,50.8,610.1,2,el Camp d'en Grassot i Grcia Nova
26317730,99.7,13.0,2.0,9.9,96.0,26.0,208.0,2496.0,1,la Sagrada Famlia
15775899,86.3,8.0,0.0,16.7,75.0,16.0,0.0,0.0,2,la Dreta de l'Eixample
17137729,87.6,5.8,0.8,5.2,23.3,11.7,24.8,297.5,6,el Poblenou
1889192,75.3,8.1,1.0,4.7,125.0,16.2,84.2,1010.0,1,el Poble Sec
6633628,26.9,0.5,2.0,1.3,25.0,1.0,2.1,25.0,1,"Sant Pere, Santa Caterina i la Ribera"
17839020,15.6,6.0,2.0,27.6,2338.0,12.0,2338.0,28056.0,1,Sant Antoni
5100463,80.0,17.2,1.0,0.9,50.0,34.3,71.5,858.3,1,el Poble Sec
9737137,91.2,32.1,2.0,11.4,69.0,64.2,369.0,4427.7,1,la Sagrada Famlia
16028594,62.5,24.0,2.0,4.5,68.0,48.0,272.0,3264.0,1,el Poblenou
42496947,96.7,1.5,1.0,96.1,110.0,3.0,13.8,165.0,1,Diagonal Mar i el Front Martim del Poblenou
37704377,84.7,19.0,1.0,3.0,65.0,38.0,102.9,1235.0,1,el Barri Gtic
6771638,95.6,19.8,2.0,8.0,76.0,39.7,251.2,3014.9,1,el Parc i la Llacuna del Poblenou
3036087,99.7,1.5,6.0,3.1,181.0,3.0,135.8,1629.0,1,Horta
8101364,83.2,12.2,1.0,9.9,42.5,24.4,87.6,1051.4,2,el Coll
38234271,71.0,5.7,1.0,7.1,23.3,11.3,30.6,367.5,3,la Sagrada Famlia
22222396,87.4,0.5,2.0,10.7,100.0,1.0,8.3,100.0,1,el Barri Gtic
8508352,16.0,6.3,1.0,5.7,17.5,12.5,20.0,240.0,2,la Barceloneta
6910914,95.3,17.4,3.0,10.1,55.0,34.8,239.5,2873.5,1,la Vila de Grcia
11899843,94.8,1.0,1.0,6.7,90.0,2.0,7.5,90.0,1,Sant Gervasi - Galvany
9458631,91.8,3.0,1.0,29.2,3163.0,6.0,790.8,9489.0,1,la Dreta de l'Eixample
8606665,99.5,4.0,2.0,7.4,36.0,8.0,24.0,288.0,1,el Barri Gtic
2864074,99.7,9.0,2.0,7.4,100.0,18.0,150.0,1800.0,1,la Vila de Grcia
4805453,22.5,28.2,2.0,8.3,54.0,56.4,507.3,6088.1,2,el Parc i la Llacuna del Poblenou
