,availability,avg_estimated_bookings,avg_minstay,avg_occupancy_rate,avg_price,avg_reviews_listing,income_month,income_year,listings,most_common_neigh
8866559,98.4,4.0,3.0,2.1,29.0,8.0,29.0,348.0,1,la Dreta de l'Eixample
38060541,22.7,0.5,1.0,0.4,35.0,1.0,1.5,17.5,1,Navas
17461333,98.9,18.8,1.0,82.4,25.0,37.5,39.1,468.8,1,el Poble Sec
13132288,99.7,1.5,1.0,15.6,33.0,3.0,4.1,49.5,1,la Vall d'Hebron
16853760,97.0,7.3,2.0,1.7,35.0,14.5,42.3,507.5,1,"Sant Pere, Santa Caterina i la Ribera"
2138626,56.2,10.6,2.0,5.3,120.0,21.2,211.7,2540.4,1,el Poble Sec
40214395,99.7,2.0,2.0,7.8,38.7,4.0,38.7,464.0,3,la Sagrada Famlia
877060,98.6,3.0,2.0,5.4,125.0,6.0,130.8,1570.0,2,Sant Gervasi - Galvany
6975574,48.8,20.8,2.0,0.4,55.0,41.5,190.2,2282.5,1,el Barri Gtic
9822728,76.4,3.7,0.0,10.9,117.9,7.4,0.0,0.0,7,la Sagrada Famlia
3310089,51.5,7.0,2.0,20.6,70.0,14.1,155.0,1860.2,2,el Putxet i el Farr
9110027,99.7,8.0,2.0,25.3,75.0,16.0,100.0,1200.0,1,la Verneda i la Pau
3080717,99.5,6.5,2.3,13.6,47.7,13.1,156.8,1881.7,3,el Fort Pienc
9233837,24.7,6.5,2.0,7.0,25.0,13.0,70.8,850.0,2,el Camp d'en Grassot i Grcia Nova
25125392,57.5,14.0,3.0,52.0,89.0,28.0,311.5,3738.0,1,"Sant Pere, Santa Caterina i la Ribera"
6402136,92.0,10.3,2.0,2.5,291.0,20.5,497.1,5965.5,1,la Sagrada Famlia
12509714,99.2,1.5,2.0,1.4,201.0,3.0,50.3,603.0,1,el Parc i la Llacuna del Poblenou
44329359,99.5,1.0,1.0,10.3,78.3,2.0,19.6,235.0,3,la Dreta de l'Eixample
11944470,99.7,1.5,2.5,5.3,77.5,3.0,64.4,772.5,2,el Fort Pienc
7668248,54.8,2.0,3.0,12.9,55.0,4.0,27.5,330.0,1,"Sant Pere, Santa Caterina i la Ribera"
49627673,94.3,2.0,1.0,26.0,75.0,4.0,12.5,150.0,1,el Raval
41452058,97.5,1.0,2.0,0.8,30.0,2.0,5.0,60.0,1,el Camp d'en Grassot i Grcia Nova
48645551,97.8,0.5,0.0,5.9,49.0,1.0,0.0,0.0,1,Sant Gervasi - Galvany
9588826,98.3,4.2,5.0,13.6,66.7,8.3,337.5,4050.0,3,el Fort Pienc
3899934,40.0,20.7,0.0,2.9,42.0,41.3,0.0,0.0,1,la Dreta de l'Eixample
4653599,69.3,5.0,0.0,2.4,179.0,10.0,0.0,0.0,1,la Dreta de l'Eixample
40419872,99.5,6.0,1.0,0.4,30.0,12.0,15.0,180.0,1,"Sant Pere, Santa Caterina i la Ribera"
9364002,99.2,8.8,2.0,3.7,39.0,17.5,56.9,682.5,1,Hostafrancs
2695715,21.4,6.0,2.0,6.3,64.0,12.0,64.0,768.0,1,la Nova Esquerra de l'Eixample
41247273,93.7,5.0,2.0,22.3,50.0,10.0,41.7,500.0,1,la Barceloneta
37300097,37.0,4.0,3.0,11.0,149.0,8.0,149.0,1788.0,1,l'Antiga Esquerra de l'Eixample
4260395,15.9,1.0,2.0,2.6,65.0,2.0,10.8,130.0,1,la Dreta de l'Eixample
1794604,74.8,2.5,1.0,6.6,40.0,5.0,8.3,100.0,1,l'Antiga Esquerra de l'Eixample
14197297,99.7,6.0,2.0,0.8,65.0,12.0,65.0,780.0,1,el Poblenou
14717181,24.9,6.3,1.0,83.5,35.0,12.5,18.2,218.8,1,el Barri Gtic
9921076,99.7,0.5,1.0,1.3,25.0,1.0,1.0,12.5,1,Sant Antoni
2220603,51.8,3.0,2.0,0.4,90.0,6.0,45.0,540.0,1,Sarri
3277372,15.1,7.0,3.0,15.3,89.0,14.0,155.8,1869.0,1,Sant Gervasi - Galvany
28631272,92.6,5.5,1.0,6.6,50.0,11.0,22.9,275.0,1,la Barceloneta
42689088,27.9,0.5,1.0,4.8,100.0,1.0,4.2,50.0,1,el Barri Gtic
6931009,24.1,23.3,2.0,6.5,61.0,46.5,236.4,2836.5,1,el Camp d'en Grassot i Grcia Nova
6578756,85.2,7.5,4.0,7.0,180.0,15.0,450.0,5400.0,1,la Barceloneta
2400841,99.3,4.1,1.5,5.7,90.0,8.2,71.7,860.7,2,el Fort Pienc
2769482,97.8,15.1,2.0,16.2,48.0,30.3,121.0,1452.0,1,"Sant Pere, Santa Caterina i la Ribera"
14071223,91.8,1.0,3.0,1.3,33.0,2.0,8.3,99.0,1,el Poble Sec
30696014,63.0,9.0,2.0,1.5,70.0,18.0,105.0,1260.0,1,el Poble Sec
44432141,67.7,2.5,2.0,0.9,29.0,5.0,12.1,145.0,1,la Maternitat i Sant Ramon
17842768,94.9,19.3,1.1,5.0,20.9,38.7,336.5,4037.5,9,la Maternitat i Sant Ramon
37519953,41.4,1.0,2.0,0.5,22.0,2.0,3.7,44.0,1,el Poblenou
23683666,8.8,0.5,15.0,11.3,249.0,1.0,155.6,1867.5,1,el Barri Gtic
10469973,70.4,13.6,3.5,7.5,37.5,27.3,309.5,3713.8,2,el Barri Gtic
1524312,89.6,4.0,2.0,19.3,75.0,8.0,50.0,600.0,1,el Raval
6791769,21.4,2.0,1.0,13.3,38.0,4.0,6.3,76.0,1,el Poble Sec
3654234,92.0,4.7,6.0,10.4,80.0,9.3,186.6,2239.2,1,"Sant Pere, Santa Caterina i la Ribera"
35455579,81.1,9.0,1.0,11.4,50.0,18.0,37.5,450.0,1,la Vila Olmpica del Poblenou
3613277,13.7,19.5,0.0,1.9,44.0,39.0,0.0,0.0,1,la Verneda i la Pau
28012645,98.5,10.5,1.5,11.9,50.5,21.0,107.5,1290.5,2,el Raval
3359328,38.1,2.5,4.0,0.4,65.0,5.0,54.2,650.0,1,el Raval
33962262,30.8,4.0,2.0,10.4,62.5,8.0,62.5,750.0,2,Sant Antoni
40579966,34.0,0.5,1.0,0.6,60.0,1.0,2.5,30.0,1,el Barri Gtic
8127080,24.7,16.0,2.0,7.0,29.0,32.0,77.3,928.0,1,l'Antiga Esquerra de l'Eixample
35027478,91.8,15.0,1.0,1.0,55.0,30.0,68.8,825.0,1,la Vila Olmpica del Poblenou
26923111,17.0,5.0,3.0,22.6,59.0,10.0,73.8,885.0,1,el Barri Gtic
15024749,47.7,3.5,3.0,7.1,18.0,7.0,15.8,189.0,1,Sant Antoni
8766062,13.4,13.0,2.0,6.2,25.0,26.0,54.2,650.0,1,la Barceloneta
3015279,77.7,4.5,3.0,14.1,50.0,9.0,110.3,1323.0,2,"Sant Pere, Santa Caterina i la Ribera"
12771952,58.6,6.0,4.0,29.3,70.0,12.0,140.0,1680.0,1,la Nova Esquerra de l'Eixample
25072553,99.7,4.5,4.0,6.6,45.0,9.0,67.5,810.0,1,la Nova Esquerra de l'Eixample
2081394,86.8,0.5,1.0,0.4,175.0,1.0,7.3,87.5,1,Sant Antoni
34382456,47.4,1.5,2.0,0.5,55.0,3.0,13.8,165.0,1,el Guinard
19846313,23.6,10.0,2.0,5.7,55.0,20.0,91.7,1100.0,1,la Vila de Grcia
34107498,76.2,5.0,2.0,6.7,60.0,10.0,50.0,600.0,1,Sants
30333717,99.0,4.8,2.0,2.4,129.5,9.5,193.2,2318.0,2,"Sant Pere, Santa Caterina i la Ribera"
26165888,99.5,0.5,2.0,6.4,19.0,1.0,1.6,19.0,1,Porta
6329792,90.1,3.0,3.0,3.1,200.0,6.0,150.0,1800.0,1,la Nova Esquerra de l'Eixample
35734146,99.5,12.8,1.0,3.6,36.0,25.7,114.5,1374.5,3,el Guinard
7716971,92.9,4.8,1.0,1.0,85.0,9.5,33.6,403.8,1,les Tres Torres
664196,95.6,9.8,3.0,9.2,81.0,19.5,197.4,2369.3,1,el Poblenou
852613,72.1,13.0,1.0,4.7,34.0,26.0,69.7,836.0,2,el Barri Gtic
410246,89.0,21.0,1.0,1.7,61.0,42.1,107.0,1283.4,1,l'Antiga Esquerra de l'Eixample
1614471,99.5,3.4,3.0,12.4,520.0,6.8,443.9,5327.4,1,el Fort Pienc
23323272,53.7,3.0,2.0,10.1,95.0,6.0,47.5,570.0,1,el Poble Sec
39750482,99.7,2.0,10.0,9.7,19.0,4.0,31.7,380.0,1,el Congrs i els Indians
7930506,99.5,5.3,2.0,4.6,5873.0,10.5,5138.9,61666.5,1,la Vila de Grcia
16327309,95.6,22.5,0.0,8.7,87.0,45.0,0.0,0.0,1,el Raval
43065999,99.7,3.5,3.0,12.2,38.0,7.0,33.3,399.0,1,el Barri Gtic
762513,88.6,2.4,9.0,8.6,27.3,4.8,184.8,2217.5,4,l'Antiga Esquerra de l'Eixample
10085010,99.7,5.0,1.0,4.6,35.0,10.0,14.6,175.0,1,el Parc i la Llacuna del Poblenou
26359235,46.6,28.0,2.0,0.4,69.0,56.0,322.0,3864.0,1,Sants - Badal
713364,80.7,6.6,12.0,2.5,167.0,13.2,2066.5,24797.7,3,l'Antiga Esquerra de l'Eixample
38724390,39.2,1.0,1.0,0.4,59.0,2.0,4.9,59.0,1,Sant Andreu
7250583,72.6,2.0,2.0,11.3,38.0,4.0,12.7,152.0,1,Sant Andreu
21098113,92.6,8.0,0.0,12.8,119.0,16.0,0.0,0.0,1,la Dreta de l'Eixample
6922907,89.6,27.3,1.0,7.5,71.0,54.5,161.3,1935.1,1,"Sant Pere, Santa Caterina i la Ribera"
19055260,58.4,10.5,1.0,7.8,54.0,21.0,47.3,567.0,1,el Barri Gtic
16364791,99.3,3.5,2.0,10.3,15.0,7.0,17.5,210.0,2,el Camp de l'Arpa del Clot
15884961,70.0,1.0,2.3,3.8,214.0,2.0,186.0,2232.0,3,l'Antiga Esquerra de l'Eixample
13968035,90.3,26.8,1.0,9.5,23.8,53.7,450.2,5402.5,9,Sant Antoni
7021220,0.3,6.0,2.0,9.6,512.0,12.0,512.0,6144.0,1,el Fort Pienc
9159333,88.0,5.3,2.0,8.5,69.0,10.5,60.4,724.5,1,la Vila de Grcia
6619814,42.2,1.5,4.0,5.5,38.0,3.0,19.0,228.0,1,la Vila de Grcia
45982375,97.0,5.5,1.0,16.3,26.0,11.0,11.9,143.0,1,el Fort Pienc
35986204,99.7,6.3,2.0,2.7,40.5,12.5,84.8,1017.0,2,el Poble Sec
36774570,98.1,5.5,3.0,3.2,30.0,11.0,41.3,495.0,1,el Clot
8700587,36.2,3.5,2.0,0.4,30.0,7.0,17.5,210.0,1,la Vila de Grcia
13066925,93.0,3.8,3.0,4.6,268.0,7.5,585.6,7027.5,2,el Coll
3146415,99.2,0.5,1.0,0.4,15.0,1.0,0.6,7.5,1,la Vila de Grcia
656048,95.9,10.3,3.0,4.8,180.0,20.5,461.3,5535.0,1,el Guinard
9994932,42.7,9.3,2.0,12.1,90.0,18.5,138.8,1665.0,1,l'Antiga Esquerra de l'Eixample
7193270,96.2,11.5,3.0,2.5,131.0,23.0,376.6,4519.5,1,l'Antiga Esquerra de l'Eixample
7488969,1.9,5.7,4.0,52.8,85.0,11.3,160.5,1926.1,1,la Vila de Grcia
22848185,82.5,5.0,4.0,1.7,119.0,10.0,198.3,2380.0,1,el Poblenou
10911051,80.4,4.6,0.0,4.7,275.0,9.3,0.0,0.0,2,Sarri
21054139,92.0,1.0,1.0,0.4,25.0,2.0,2.1,25.0,1,la Vila de Grcia
4948668,99.7,3.0,1.0,3.1,25.0,6.0,6.3,75.0,1,"Sant Pere, Santa Caterina i la Ribera"
1688253,93.6,10.3,3.0,11.2,93.3,20.5,917.2,11006.5,3,el Barri Gtic
7642571,99.0,3.3,1.0,0.6,29.0,6.5,14.9,178.5,2,el Poble Sec
3269311,75.9,12.8,3.0,8.1,294.0,25.6,940.4,11285.2,1,la Dreta de l'Eixample
139968,95.3,8.5,3.0,11.1,40.0,17.0,85.0,1020.0,1,"Sant Pere, Santa Caterina i la Ribera"
1630914,93.2,12.1,3.0,3.8,75.0,24.2,226.5,2718.0,1,Sant Antoni
31146693,92.6,3.0,2.0,8.2,65.0,6.0,32.5,390.0,1,Sant Antoni
9866017,99.7,13.3,3.0,13.4,50.0,26.5,165.6,1987.5,1,la Vila de Grcia
1704649,39.7,2.0,4.0,1.4,42.0,4.0,28.0,336.0,1,la Dreta de l'Eixample
3031754,57.8,11.5,2.0,13.5,450.0,23.0,862.5,10350.0,1,la Dreta de l'Eixample
6890187,97.1,3.0,1.5,2.3,100.0,6.0,62.5,750.0,2,la Bordeta
14763832,98.6,3.5,4.0,11.2,45.0,7.0,52.5,630.0,1,Verdun
8594128,99.5,2.5,1.0,15.5,44.3,5.0,34.0,408.5,3,el Fort Pienc
38441080,97.1,6.0,3.0,15.2,92.0,12.0,273.0,3276.0,2,la Nova Esquerra de l'Eixample
131794,94.4,10.5,1.3,7.6,121.3,21.1,1978.1,23737.2,15,la Dreta de l'Eixample
13484760,58.4,1.5,3.0,9.5,90.0,3.0,33.8,405.0,1,el Guinard
5513945,12.1,18.6,1.0,6.5,24.5,37.2,76.8,921.4,2,la Vila de Grcia
32149076,67.7,0.5,1.0,7.4,55.0,1.0,2.3,27.5,1,la Vila Olmpica del Poblenou
2545103,47.1,2.5,7.0,0.9,115.0,5.0,167.7,2012.5,1,la Vila de Grcia
8938204,81.1,12.8,3.0,3.8,79.0,25.5,251.8,3021.8,1,Sants
16122589,99.7,0.5,1.0,9.1,41.0,1.0,1.7,20.5,1,la Vila de Grcia
1035045,99.7,3.0,2.0,4.9,80.0,6.0,40.0,480.0,1,Vilapicina i la Torre Llobeta
22095312,99.7,2.5,1.0,41.7,260.0,5.0,54.2,650.0,1,Can Bar
14623461,99.7,1.0,2.0,36.2,39.0,2.0,6.5,78.0,1,el Camp d'en Grassot i Grcia Nova
47797523,24.7,1.0,2.0,0.7,46.0,2.0,7.7,92.0,1,la Sagrada Famlia
24588412,99.7,3.5,1.0,11.7,25.0,7.0,7.3,87.5,1,Sant Antoni
2736874,96.2,22.3,1.0,9.1,100.0,44.7,186.1,2233.0,1,la Nova Esquerra de l'Eixample
44434156,87.3,3.8,1.0,9.9,13.0,7.5,8.1,97.5,2,la Bordeta
1532659,72.3,17.0,0.0,18.2,220.0,34.0,0.0,0.0,1,el Barri Gtic
21873399,97.8,5.5,3.0,1.1,100.0,11.0,137.5,1650.0,1,la Sagrada Famlia
39212785,98.9,4.0,2.0,2.8,20.0,8.0,13.3,160.0,1,el Putxet i el Farr
1868541,99.7,3.0,4.0,36.8,71.0,6.0,71.0,852.0,1,l'Antiga Esquerra de l'Eixample
5096192,81.9,20.9,2.0,20.9,55.0,41.8,191.7,2300.7,1,Sant Andreu
6521602,91.5,3.5,1.0,4.9,59.0,7.0,17.2,206.5,1,el Fort Pienc
27142955,92.9,13.3,2.0,6.2,67.0,26.6,741.7,8900.0,5,"Sant Pere, Santa Caterina i la Ribera"
15442692,98.6,6.5,0.0,6.8,119.0,13.0,0.0,0.0,1,la Vila Olmpica del Poblenou
13238434,99.5,1.5,1.0,44.6,45.0,3.0,5.6,67.5,1,el Raval
7742217,99.4,9.7,2.3,6.1,135.0,19.3,752.4,9029.1,3,Can Bar
7619338,34.3,17.5,3.0,42.9,85.0,35.0,371.9,4462.5,1,la Vila de Grcia
3515147,89.9,13.5,1.0,0.4,65.0,27.0,73.1,877.5,1,Provenals del Poblenou
2966284,32.6,5.8,16.0,2.5,5873.0,11.7,45691.9,548303.3,1,Sant Gervasi - la Bonanova
4571266,77.8,0.5,1.0,11.3,200.0,1.0,8.3,100.0,1,el Fort Pienc
14197519,89.6,4.5,2.0,7.6,102.5,9.0,156.3,1875.0,2,Can Bar
6890257,46.9,12.0,3.0,16.2,55.0,24.0,165.0,1980.0,1,el Raval
38285443,98.4,5.5,4.0,2.2,110.0,11.0,201.7,2420.0,1,la Barceloneta
17787694,7.7,2.5,2.0,0.4,23.0,5.0,9.6,115.0,1,Hostafrancs
541462,83.8,2.3,2.0,3.5,75.0,4.5,28.1,337.5,1,el Guinard
13517591,9.3,12.0,1.0,2.2,30.0,24.0,30.0,360.0,1,el Raval
15295256,99.2,5.3,3.0,8.7,95.0,10.5,124.7,1496.3,1,la Vila de Grcia
10096772,86.4,20.6,1.0,7.3,40.5,41.1,268.6,3223.8,4,"Sant Pere, Santa Caterina i la Ribera"
2556699,62.2,6.5,3.0,46.0,199.0,13.0,323.4,3880.5,1,la Vila Olmpica del Poblenou
7406364,52.6,1.5,2.0,6.4,46.0,3.0,11.5,138.0,1,la Sagrada Famlia
9749277,84.9,3.5,5.0,4.1,45.0,7.0,65.6,787.5,1,la Vila de Grcia
3744544,90.5,5.0,0.0,9.9,94.4,9.9,0.0,0.0,13,la Vila de Grcia
3031841,82.2,1.5,2.0,17.8,81.0,3.0,20.3,243.0,1,el Fort Pienc
5317410,78.9,28.7,0.0,7.8,85.5,57.3,0.0,0.0,2,la Dreta de l'Eixample
7209763,86.2,15.6,3.0,7.8,107.5,31.3,814.6,9775.0,2,el Parc i la Llacuna del Poblenou
2302757,74.9,1.8,1.0,13.9,124.0,3.5,36.4,436.5,2,el Baix Guinard
13771558,9.0,26.5,3.0,21.7,49.0,53.0,324.6,3895.5,1,"Sant Pere, Santa Caterina i la Ribera"
13810481,96.7,3.5,2.0,7.7,267.5,7.0,313.5,3762.0,2,la Dreta de l'Eixample
4465449,12.6,6.8,2.0,13.3,66.0,13.5,74.3,891.0,1,"Sant Pere, Santa Caterina i la Ribera"
3801899,99.7,2.0,2.0,2.6,35.0,4.0,11.7,140.0,1,el Parc i la Llacuna del Poblenou
12909362,37.0,26.5,2.0,17.6,45.0,53.0,198.8,2385.0,1,el Raval
10298158,20.8,16.3,2.0,19.0,42.0,32.5,113.8,1365.0,1,l'Antiga Esquerra de l'Eixample
19046536,58.1,1.5,3.0,9.8,45.0,3.0,16.9,202.5,1,Sant Antoni
21990117,27.4,8.4,2.5,8.8,35.0,16.8,88.8,1065.0,2,"Sant Pere, Santa Caterina i la Ribera"
34973201,49.9,1.5,3.0,2.8,25.0,3.0,9.4,112.5,1,la Sagrera
17630005,69.7,12.4,0.0,11.1,142.5,24.8,0.0,0.0,2,la Vila de Grcia
15704887,87.1,11.5,4.0,9.6,70.0,23.0,268.3,3220.0,1,el Poblenou
36952194,89.6,3.5,3.0,75.0,115.0,7.0,100.6,1207.5,1,el Barri Gtic
17859387,97.5,6.0,3.0,15.9,35.0,12.0,52.5,630.0,1,la Sagrada Famlia
6783114,94.5,18.8,1.0,10.8,53.0,37.7,83.2,998.3,1,el Carmel
2540353,99.5,16.1,1.0,4.6,27.0,32.2,36.2,434.3,1,el Parc i la Llacuna del Poblenou
6439746,97.5,8.5,2.0,1.2,79.0,17.0,111.9,1343.0,1,el Raval
2769731,71.0,14.9,2.0,0.5,129.0,29.8,320.7,3848.1,1,"Sant Pere, Santa Caterina i la Ribera"
15016772,98.6,10.5,3.0,0.5,95.0,21.0,249.4,2992.5,1,Sants
1098565,99.7,0.5,1.0,3.7,29.0,1.0,1.2,14.5,1,el Tur de la Peira
8741702,93.7,23.8,1.0,6.6,80.0,47.5,158.3,1900.0,1,la Vila de Grcia
11043655,83.3,5.8,2.0,2.7,60.0,11.5,57.5,690.0,1,"Sant Pere, Santa Caterina i la Ribera"
31908682,97.8,8.0,2.0,39.1,30.0,16.0,40.0,480.0,1,el Poble Sec
31302475,54.0,7.5,3.0,1.7,62.0,15.0,116.3,1395.0,1,"Sant Pere, Santa Caterina i la Ribera"
983886,98.9,12.0,2.0,10.0,76.0,24.0,152.1,1824.8,1,la Dreta de l'Eixample
5096271,17.5,8.6,5.0,13.3,88.0,17.2,314.6,3775.2,1,Provenals del Poblenou
7160656,99.7,3.5,1.0,15.4,4360.0,7.0,1825.8,21910.0,2,l'Antiga Esquerra de l'Eixample
10531070,98.5,10.2,1.3,14.3,43.0,20.3,336.6,4039.0,9,la Nova Esquerra de l'Eixample
9274194,94.5,8.5,2.0,5.7,121.0,17.0,171.4,2057.0,1,la Nova Esquerra de l'Eixample
1475411,59.5,9.2,0.0,11.0,48.0,18.3,0.0,0.0,1,"Sant Pere, Santa Caterina i la Ribera"
13762179,99.7,3.3,1.0,7.4,82.0,6.7,77.5,929.5,3,el Fort Pienc
19956565,88.5,1.5,2.0,2.6,35.0,3.0,8.8,105.0,1,Sant Antoni
29841373,71.0,1.0,2.0,11.8,58.0,2.0,9.7,116.0,1,Vallcarca i els Penitents
7168856,94.7,7.1,2.0,1.9,107.0,14.3,221.0,2652.0,2,l'Antiga Esquerra de l'Eixample
19506979,98.5,18.9,2.0,11.1,105.0,37.8,660.6,7927.5,2,Sant Antoni
3826523,47.7,19.0,3.0,5.4,98.0,38.0,465.5,5586.0,1,Sant Antoni
11936605,65.5,3.3,2.0,3.4,132.7,6.5,215.1,2581.5,3,la Dreta de l'Eixample
6759262,97.0,15.3,3.0,6.3,146.0,30.5,556.6,6679.5,1,la Salut
15975264,99.5,4.0,1.0,5.5,34.0,8.0,11.3,136.0,1,el Congrs i els Indians
4334436,99.7,5.5,1.0,19.2,20.0,11.0,9.2,110.0,1,el Poblenou
6554470,99.5,9.2,2.0,22.9,119.0,18.3,181.7,2180.1,1,la Dreta de l'Eixample
2535569,38.4,4.3,5.0,4.7,100.0,8.5,212.1,2545.0,2,Sant Antoni
4391784,91.7,3.6,4.0,17.8,63.3,7.3,258.8,3105.8,3,el Barri Gtic
35373929,99.7,2.5,2.0,10.2,22.0,5.0,9.2,110.0,1,Verdun
2581355,33.1,5.5,0.0,7.4,75.0,11.0,0.0,0.0,1,el Poble Sec
893805,92.1,21.2,2.0,6.9,92.0,42.3,1323.7,15884.4,4,la Dreta de l'Eixample
40885053,99.5,2.5,1.0,8.2,59.0,5.0,12.3,147.5,1,Sant Gervasi - la Bonanova
24101744,35.1,3.5,4.0,5.1,77.0,7.0,89.8,1078.0,1,el Bess i el Maresme
15901553,95.1,11.0,1.0,0.6,109.0,22.0,99.9,1199.0,1,Sant Antoni
50186557,75.9,0.5,2.0,2.2,39.0,1.0,3.3,39.0,1,"Sant Pere, Santa Caterina i la Ribera"
36501331,63.0,2.5,3.0,1.2,69.0,5.0,43.1,517.5,1,Sant Antoni
4670332,0.8,8.0,3.0,17.3,120.0,16.0,240.0,2880.0,1,la Dreta de l'Eixample
22709118,99.6,6.0,1.0,4.2,105.0,12.0,106.3,1275.0,2,la Barceloneta
36978155,97.5,0.5,3.0,21.2,79.0,1.0,9.9,118.5,1,el Raval
22791040,80.8,8.0,1.0,4.7,36.0,16.0,72.2,866.0,4,la Sagrada Famlia
1442689,97.3,17.2,2.0,0.4,29.0,34.3,83.0,995.6,1,"Sant Pere, Santa Caterina i la Ribera"
9257858,98.4,0.5,3.0,39.2,90.0,1.0,11.3,135.0,1,el Poble Sec
51668459,99.7,0.5,2.0,3.2,27.0,1.0,2.3,27.0,1,Sant Antoni
1688452,99.7,6.0,1.0,3.3,30.0,12.0,15.0,180.0,1,la Salut
39609222,20.8,0.5,1.0,4.3,39.0,1.0,1.6,19.5,1,el Putxet i el Farr
7414663,92.4,1.0,3.2,7.9,164.8,2.0,232.8,2794.0,6,la Sagrada Famlia
7046025,80.3,15.4,3.0,11.6,95.0,30.8,366.1,4393.3,1,el Putxet i el Farr
29049738,95.5,18.7,1.0,7.0,40.0,37.3,186.7,2240.0,3,la Dreta de l'Eixample
22290583,97.5,13.5,1.0,34.9,23.0,27.0,25.9,310.5,1,la Vila de Grcia
5170063,97.5,9.0,3.0,17.3,90.0,18.0,202.5,2430.0,1,Provenals del Poblenou
23110549,99.5,1.5,1.0,11.8,30.0,3.0,3.8,45.0,1,el Camp de l'Arpa del Clot
6353408,83.6,1.0,2.0,2.0,80.0,2.0,13.3,160.0,1,el Putxet i el Farr
8487833,96.2,8.0,2.0,9.3,78.0,16.0,104.0,1248.0,1,Sant Andreu
6251419,60.7,15.0,2.0,7.4,21.0,29.9,103.7,1244.8,2,la Salut
33653660,99.7,0.5,30.0,2.1,170.0,1.0,212.5,2550.0,1,Sant Gervasi - la Bonanova
28558238,93.8,6.4,1.0,3.7,15.3,12.8,32.2,386.5,4,el Camp de l'Arpa del Clot
48488293,7.1,0.5,1.0,57.5,18.0,1.0,0.8,9.0,1,el Barri Gtic
2679712,99.7,4.0,3.0,4.5,17.0,8.0,17.0,204.0,1,les Corts
26373463,98.4,10.5,2.0,16.7,75.0,21.0,131.3,1575.0,1,Sants
39243931,99.5,6.0,1.0,15.0,33.0,12.0,16.5,198.0,1,el Putxet i el Farr
9003940,99.7,1.0,1.0,1.3,23.0,2.0,1.9,23.0,1,Vallcarca i els Penitents
6071207,65.5,19.3,0.0,16.7,19.0,38.5,0.0,0.0,1,"Sant Pere, Santa Caterina i la Ribera"
44688298,21.4,1.5,1.0,1.1,15.0,3.0,1.9,22.5,1,Sants
14748487,86.6,14.5,2.0,15.2,30.0,29.0,72.5,870.0,1,el Poble Sec
3728300,99.7,2.5,2.0,19.5,59.0,5.0,24.6,295.0,1,la Dreta de l'Eixample
2859949,98.6,20.3,1.0,0.4,26.0,40.7,44.1,528.8,1,el Raval
36127665,99.5,5.0,2.0,3.4,40.0,10.0,33.3,400.0,1,el Raval
5129138,54.3,5.0,3.0,15.4,151.0,10.0,188.8,2265.0,1,la Vila Olmpica del Poblenou
13788083,97.5,4.5,1.0,7.1,82.0,9.0,30.8,369.0,1,la Sagrada Famlia
2745269,99.7,6.3,2.0,0.4,24.0,12.5,25.0,300.0,1,la Vila de Grcia
1975223,48.9,12.3,1.0,1.0,35.0,24.5,75.4,905.2,2,el Camp de l'Arpa del Clot
16450489,57.3,0.5,1.0,0.4,21.0,1.0,0.9,10.5,1,la Sagrada Famlia
11170203,74.6,10.1,0.0,6.9,1712.8,20.3,0.0,0.0,4,el Poble Sec
1467325,66.8,1.0,2.0,1.2,55.0,2.0,9.2,110.0,1,l'Antiga Esquerra de l'Eixample
3081150,99.5,5.5,2.0,14.8,30.0,11.0,27.5,330.0,1,Hostafrancs
3449791,24.4,7.5,3.0,6.3,35.0,15.0,65.6,787.5,1,Navas
1778624,43.1,3.0,12.0,7.8,85.0,6.0,1184.8,14217.0,3,el Raval
16000636,95.9,1.5,1.0,20.0,75.0,3.0,9.4,112.5,1,Navas
20562882,98.5,0.8,5.7,8.2,68.0,1.7,80.4,965.0,3,el Fort Pienc
37391179,81.1,5.0,1.0,3.7,58.0,10.0,24.2,290.0,1,Sant Antoni
5669828,23.0,3.0,5.0,8.1,70.0,6.0,87.5,1050.0,1,Sant Antoni
6038469,95.6,12.5,2.0,21.3,46.0,25.0,95.8,1150.0,1,la Dreta de l'Eixample
38145121,99.2,2.0,1.0,4.2,75.0,4.0,12.5,150.0,1,la Maternitat i Sant Ramon
15549384,47.4,7.8,3.0,30.0,105.0,15.5,203.4,2441.3,1,Hostafrancs
50382327,89.3,1.0,1.0,3.4,75.0,2.0,6.3,75.0,1,la Sagrada Famlia
33422983,56.4,2.0,3.0,5.7,55.0,4.0,27.5,330.0,1,la Vila de Grcia
3457997,94.3,15.5,1.0,12.7,68.0,31.0,87.8,1054.0,1,l'Antiga Esquerra de l'Eixample
20300750,60.8,1.5,1.0,9.6,80.0,3.0,10.0,120.0,1,el Fort Pienc
8159503,78.4,0.5,3.0,2.7,95.0,1.0,11.9,142.5,1,l'Antiga Esquerra de l'Eixample
48309752,81.6,1.5,2.0,14.0,70.0,3.0,17.5,210.0,1,la Sagrada Famlia
3948707,83.0,9.9,5.0,14.5,80.0,19.8,330.5,3966.0,1,"Sant Pere, Santa Caterina i la Ribera"
38486997,99.7,0.5,1.0,40.1,40.0,1.0,1.7,20.0,1,el Guinard
