,24h_checkin,Air_conditioning,Bedroom_lock,Breakfast,Elevator,Essentials,Heating,Internet,Kitchen,Pets_allowed,Smoking_allowed,TV,Washer,accommodates,bathrooms,bedrooms,cancel_pol,host_id,l_count,latitude,longitude,minstay,price,property_type,rating,room_type,superhost,neighbourhood,January,February,March,April,May,June,July,August,September,October,November,December,Total_days,Availability,Ja_rcounts,Fe_rcounts,Mar_rcounts,Ap_rcounts,May_rcounts,Jun_rcounts,Jul_rcounts,Au_rcounts,Se_rcounts,Oc_rcounts,No_rcounts,De_rcounts,Total_rcounts,Est_bookings,Occupancy_rate,Income_year,Income_month
3229704,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,3.0,moderate,16288162,1.0,41.397158,2.199011,2.0,80.0,Apartment,4.5,Entire home/apt,0,el Poblenou,28,29,31,30,31,25,24,21,26,31,30,31,337.0,92.33,1.0,0.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,20.0,10.0,3.62903225806,1600.0,133.333333333
3232540,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,strict,13695732,1.0,41.4176,2.178209,3.0,117.0,Apartment,4.5,Entire home/apt,0,el Guinard,0,0,0,0,0,0,31,31,30,31,30,31,184.0,50.41,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.5,3.0,1.0,0.0,0.0,11.5,5.75,2.27963525836,2018.25,168.1875
3233406,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,16364791,0.0,41.415525,2.185379,2.0,15.0,Apartment,4.5,Private room,0,el Camp de l'Arpa del Clot,26,29,31,30,31,30,31,31,30,31,30,31,361.0,98.9,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,12.0,6.0,1.40186915888,180.0,15.0
3234029,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,flexible,2439400,0.0,41.391548,2.178722,2.0,165.0,Apartment,4.0,Entire home/apt,0,la Dreta de l'Eixample,26,23,31,15,25,17,30,31,23,21,27,31,300.0,82.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,22.5,330.0,27.5
3234974,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,1.0,flexible,10763474,0.0,41.401954,2.15982,2.0,34.0,House,4.5,Private room,0,la Vila de Grcia,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,5.93841642229,204.0,17.0
3236114,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,15705357,0.0,41.376337,2.166865,2.0,50.0,Bed & Breakfast,4.5,Private room,0,el Raval,25,21,31,30,31,30,26,31,30,31,30,31,347.0,95.07,0.0,4.0,7.0,4.0,5.0,4.0,5.0,1.5,4.0,6.5,2.5,1.0,44.5,22.25,100.0,2225.0,185.416666667
3236923,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,flexible,9478280,0.0,41.384777,2.185747,3.0,264.0,Apartment,4.5,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",23,22,20,23,15,11,12,27,30,31,0,0,214.0,58.63,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,13.0,6.5,89.0625,5148.0,429.0
3237582,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,3.0,strict,10670701,0.0,41.373816,2.164154,2.0,101.0,Apartment,4.5,Entire home/apt,0,el Poble Sec,27,17,31,30,31,30,31,31,21,31,30,31,341.0,93.42,1.0,0.0,1.0,5.0,4.0,5.0,2.0,3.5,4.0,3.5,1.0,2.0,32.0,16.0,61.9047619048,3232.0,269.333333333
3238564,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,3178074,2.0,41.418078,2.193636,2.0,25.0,Apartment,4.0,Private room,0,la Sagrera,5,26,31,30,31,30,31,31,30,31,30,31,337.0,92.33,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,6.14406779661,150.0,12.5
3239460,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,4.0,strict,8457609,2.0,41.379737,2.14323,3.0,149.0,Apartment,5.0,Entire home/apt,0,Hostafrancs,0,0,0,0,0,0,10,16,0,0,0,0,26.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,7.14285714286,894.0,74.5
3240744,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,15705357,0.0,41.375906,2.166585,1.0,49.0,Bed & Breakfast,4.5,Private room,0,Sant Antoni,23,21,31,30,31,30,31,31,30,31,30,31,350.0,95.89,0.0,1.0,2.0,4.0,6.0,3.0,3.5,5.0,4.0,3.0,2.0,3.0,36.5,18.25,15.7294832827,894.25,74.5208333333
3243264,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,moderate,1273915,1.0,41.394139,2.180572,2.0,46.0,Apartment,5.0,Private room,0,el Fort Pienc,20,16,31,2,0,0,0,0,0,0,0,0,69.0,18.9,1.0,0.0,0.0,2.0,0.0,2.0,2.5,1.0,2.5,2.0,2.0,0.0,15.0,7.5,19.0298507463,690.0,57.5
3243425,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,3.0,moderate,13288676,0.0,41.436396,2.190211,4.0,55.0,Apartment,4.0,Entire home/apt,0,Sant Andreu,23,29,25,17,22,25,27,30,30,26,30,31,315.0,86.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,8.0,4.0,9.29203539823,880.0,73.3333333333
3244036,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,1013855,0.0,41.38483,2.153116,3.0,80.0,Apartment,4.5,Entire home/apt,0,la Nova Esquerra de l'Eixample,19,16,31,30,31,30,31,31,30,31,30,31,341.0,93.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3.0,3.0,4.0,0.0,12.5,6.25,1.8018018018,1500.0,125.0
3244193,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,16412832,1.0,41.40887,2.166336,2.0,26.0,Apartment,4.5,Private room,0,el Baix Guinard,2,29,31,30,31,30,31,31,30,31,30,31,337.0,92.33,2.0,0.0,1.0,0.0,2.0,4.0,4.0,2.0,3.5,3.0,1.5,1.0,24.0,12.0,0.412087912088,624.0,52.0
3244901,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,15381340,1.0,41.385838,2.178762,2.0,29.0,Apartment,5.0,Private room,0,"Sant Pere, Santa Caterina i la Ribera",6,29,31,30,31,30,31,31,30,31,30,31,341.0,93.42,1.0,4.0,1.0,5.0,3.0,1.5,5.0,3.5,4.5,6.0,2.0,0.0,36.5,18.25,5.88235294118,1058.5,88.2083333333
3245426,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,flexible,931693,2.0,41.40441,2.195731,16.0,45.0,Apartment,4.5,Private room,0,el Poblenou,15,0,0,0,0,0,0,0,30,31,30,31,137.0,37.53,1.0,0.0,0.0,0.0,0.0,3.0,5.0,1.5,0.0,0.0,0.0,1.0,11.5,5.75,18.543956044,4140.0,345.0
3246212,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,15681396,0.0,41.42143,2.202068,1.0,35.0,Apartment,4.5,Private room,0,la Verneda i la Pau,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,4.5,2.25,1.875,78.75,6.5625
3246509,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,moderate,8010178,1.0,41.390194,2.140968,3.0,20.0,Apartment,4.5,Private room,0,les Corts,28,29,31,2,0,0,0,0,0,0,0,0,90.0,24.66,1.0,0.0,0.0,3.0,4.0,2.5,4.0,1.0,3.0,2.0,0.0,0.0,20.5,10.25,5.06430868167,615.0,51.25
3249153,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,1.0,flexible,931693,0.0,41.404329,2.195946,1.0,60.0,Apartment,4.5,Private room,0,el Poblenou,19,0,0,0,0,0,4,31,30,31,30,31,176.0,48.22,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,7.0,3.5,18.3333333333,210.0,17.5
3249900,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,3.0,strict,2386526,0.0,41.406161,2.177779,2.0,78.0,Apartment,5.0,Entire home/apt,0,la Sagrada Famlia,26,29,31,24,31,30,31,31,30,31,30,31,355.0,97.26,0.0,0.0,1.0,2.0,5.0,2.0,4.0,1.5,4.0,3.0,1.0,0.0,23.5,11.75,0.412087912088,1833.0,152.75
3251761,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,1944548,1.0,41.398516,2.160321,3.0,104.0,Apartment,5.0,Entire home/apt,0,la Vila de Grcia,24,29,31,30,31,30,31,31,30,31,30,31,359.0,98.36,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.5,1.5,1.0,0.0,0.0,13.0,6.5,0.414364640884,2028.0,169.0
3252792,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,2.0,2.0,strict,1432835,0.0,41.374927,2.160231,4.0,117.0,Apartment,4.0,Entire home/apt,0,el Poble Sec,0,8,0,0,0,0,0,31,30,31,30,31,161.0,44.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,21.7455621302,234.0,19.5
3253182,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,moderate,1178974,1.0,41.386487,2.180606,15.0,80.0,Apartment,5.0,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",0,6,0,0,0,0,0,0,0,0,0,0,6.0,1.64,0.0,0.0,0.0,8.0,6.0,4.0,1.5,2.0,5.0,5.0,5.0,0.0,36.5,18.25,1.69971671388,21900.0,1825.0
3253302,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,6666610,1.0,41.374658,2.160372,2.0,30.0,Apartment,5.0,Private room,0,el Poble Sec,8,8,31,30,31,30,31,31,30,31,30,31,322.0,88.22,1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,3.5,3.0,0.0,17.5,8.75,11.7445054945,525.0,43.75
3253653,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,16456439,1.0,41.378519,2.163872,3.0,81.0,Apartment,4.5,Entire home/apt,0,el Raval,8,0,0,0,0,0,0,0,0,0,0,0,8.0,2.19,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,35.2564102564,243.0,20.25
3254336,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,2.0,2.0,flexible,3593614,1.0,41.409278,2.171682,3.0,75.0,Apartment,5.0,Entire home/apt,0,el Baix Guinard,0,0,0,0,0,20,31,31,30,31,30,31,204.0,55.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,28.125,112.5,9.375
3254410,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,strict,3036087,1.0,41.436098,2.155913,6.0,181.0,House,3.5,Entire home/apt,0,Horta,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.5,64.1447368421,1629.0,135.75
3254752,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,16426996,1.0,41.375247,2.168323,4.0,60.0,Apartment,4.5,Entire home/apt,0,el Raval,20,26,26,30,31,30,31,31,30,31,30,31,347.0,95.07,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.5,3.0,1.5,4.5,2.0,30.5,15.25,100.0,3660.0,305.0
3255276,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,4.0,moderate,7741370,0.0,41.378458,2.158611,2.0,60.0,Apartment,4.5,Entire home/apt,0,Sant Antoni,28,24,29,30,29,24,24,25,22,31,30,31,327.0,89.59,1.0,2.0,2.0,1.0,3.0,1.5,1.0,1.0,1.0,3.0,1.5,1.0,19.0,9.5,2.46913580247,1140.0,95.0
3256638,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,2.0,2.0,strict,14181056,1.0,41.376371,2.160651,2.0,64.0,Apartment,5.0,Entire home/apt,0,Sant Antoni,26,24,10,20,31,30,31,31,30,31,30,31,325.0,89.04,4.0,1.0,5.0,4.0,5.0,1.0,2.0,4.0,4.0,2.5,5.0,2.5,40.0,20.0,100.0,2560.0,213.333333333
3257297,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,2.0,flexible,16472766,1.0,41.396387,2.196523,1.0,100.0,Apartment,4.0,Entire home/apt,0,el Poblenou,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,0.0,1.0,0.0,0.0,5.5,2.75,56.043956044,275.0,22.9166666667
3257364,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,3.0,moderate,16473035,2.0,41.402618,2.176714,1.0,80.0,Apartment,4.5,Entire home/apt,0,la Sagrada Famlia,29,29,31,30,31,28,31,31,30,31,30,31,362.0,99.18,3.0,0.0,1.0,4.0,3.0,2.5,2.5,2.5,3.5,3.0,2.0,1.5,28.5,14.25,71.0526315789,1140.0,95.0
3259002,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,16481796,1.0,41.384041,2.185331,3.0,100.0,House,4.5,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",12,0,0,0,0,0,0,0,0,24,30,31,97.0,26.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,3.09065934066,150.0,12.5
32615,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,moderate,141199,1.0,41.387196,2.140881,5.0,40.0,Apartment,5.0,Private room,0,les Corts,0,11,31,2,0,0,0,0,0,0,0,0,44.0,12.05,0.0,0.0,2.0,1.0,2.0,1.67,1.0,1.0,1.5,0.0,0.0,0.0,10.17,5.085,3.33333333333,1017.0,84.75
3261872,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,11371011,1.0,41.375128,2.158142,4.0,90.0,Apartment,5.0,Entire home/apt,0,Sant Antoni,10,0,0,3,5,22,31,31,30,31,30,31,224.0,61.37,0.0,0.0,1.0,0.0,1.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,4.5,2.25,16.0805084746,810.0,67.5
3270205,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,3.0,strict,5427840,0.0,41.426174,2.139676,1.0,71.0,Apartment,3.5,Entire home/apt,0,Montbau,19,0,0,2,31,30,31,31,30,31,30,31,266.0,72.88,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,29.8632218845,284.0,23.6666666667
3270895,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,3.0,moderate,2397234,0.0,41.402008,2.175922,2.0,69.0,House,4.5,Entire home/apt,0,la Sagrada Famlia,25,29,31,30,24,25,28,31,30,31,30,31,345.0,94.52,2.0,2.0,1.0,5.0,3.0,1.5,2.5,3.0,3.0,3.5,0.0,1.0,27.5,13.75,8.08011049724,1897.5,158.125
3274352,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,2551223,0.0,41.387956,2.181178,4.0,152.0,Apartment,5.0,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",18,19,20,21,16,21,21,24,30,25,30,31,276.0,75.62,2.0,3.0,4.0,2.0,2.0,4.0,1.5,3.0,4.0,3.5,3.5,1.5,34.0,17.0,8.17757009346,10336.0,861.333333333
3276374,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,11146364,0.0,41.380001,2.149852,1.0,29.0,Other,5.0,Private room,0,la Nova Esquerra de l'Eixample,27,29,28,30,31,30,31,31,30,31,30,31,359.0,98.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,8.51800554017,29.0,2.41666666667
3277794,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,16569867,0.0,41.378469,2.151802,2.0,19.0,Apartment,4.5,Private room,0,la Nova Esquerra de l'Eixample,14,29,31,1,0,0,0,0,0,0,0,0,75.0,20.55,1.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,15.0,7.5,5.12422360248,285.0,23.75
3278173,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,flexible,16571116,1.0,41.379703,2.188607,1.0,22.0,Apartment,4.5,Private room,0,la Barceloneta,25,27,31,30,31,30,31,31,30,31,30,31,358.0,98.08,3.0,2.0,6.0,3.0,5.0,5.0,4.0,2.5,3.5,4.5,4.0,1.0,43.5,21.75,10.3151862464,478.5,39.875
3279621,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,moderate,15920367,2.0,41.381452,2.14201,2.0,20.0,Bed & Breakfast,4.0,Private room,0,Sants,0,0,0,23,31,30,31,31,30,0,0,27,203.0,55.62,2.0,0.0,0.0,2.0,6.0,4.0,5.5,7.0,5.5,1.0,1.0,2.0,36.0,18.0,1.31195335277,720.0,60.0
3281680,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,5077282,1.0,41.401923,2.176572,3.0,77.0,Bed & Breakfast,4.5,Private room,0,la Sagrada Famlia,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5,8.73134328358,346.5,28.875
3282426,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,flexible,9478280,0.0,41.38409,2.184883,3.0,225.0,Apartment,4.0,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",28,19,28,23,26,10,25,28,26,31,0,0,244.0,66.85,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,4.5,4.28571428571,3037.5,253.125
3285063,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,moderate,16603266,1.0,41.371899,2.16477,2.0,90.0,Apartment,4.5,Entire home/apt,0,el Poble Sec,25,29,31,1,0,0,0,0,0,0,0,0,86.0,23.56,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,5.5,2.75,2.57142857143,495.0,41.25
3285382,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,2.0,1.0,moderate,762513,4.0,41.386628,2.160365,15.0,29.0,Apartment,4.5,Private room,0,l'Antiga Esquerra de l'Eixample,17,0,0,30,31,30,31,31,30,31,30,31,292.0,80.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,26.3157894737,870.0,72.5
3286722,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,3.0,strict,6057270,0.0,41.398024,2.175872,2.0,55.0,Apartment,5.0,Entire home/apt,0,la Dreta de l'Eixample,27,16,31,27,25,30,31,31,30,31,30,31,340.0,93.15,4.0,3.0,4.0,5.0,4.0,6.0,3.5,4.5,5.0,4.5,3.5,2.0,49.0,24.5,30.8823529412,2695.0,224.583333333
3287191,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,strict,16611357,1.0,41.403645,2.148285,5.0,115.0,Apartment,5.0,Entire home/apt,1,el Putxet i el Farr,1,0,4,30,31,30,31,31,30,31,30,31,280.0,76.71,1.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,6.0,3.0,31.9852941176,1725.0,143.75
3290143,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,9667715,0.0,41.407037,2.158536,3.0,80.0,Apartment,4.0,Entire home/apt,0,la Vila de Grcia,25,28,31,28,16,25,31,31,30,31,30,31,337.0,92.33,0.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.5,2.0,0.0,24.5,12.25,17.8792569659,2940.0,245.0
3291028,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,16627065,1.0,41.418147,2.203756,3.0,88.0,Apartment,4.0,Entire home/apt,0,la Verneda i la Pau,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,1.0,0.0,1.0,3.0,2.0,5.0,4.0,4.0,2.5,2.5,1.0,0.0,26.0,13.0,5.94059405941,3432.0,286.0
3291523,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,1.0,flexible,16626768,1.0,41.406037,2.170448,1.0,35.0,Apartment,4.5,Private room,0,la Sagrada Famlia,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,5.0,1.5,0.0,17.5,8.75,22.6890756303,306.25,25.5208333333
3292049,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,2.0,2.0,strict,16631497,1.0,41.400128,2.158644,2.0,110.0,House,5.0,Entire home/apt,0,la Vila de Grcia,24,24,26,17,3,13,31,31,30,31,30,31,291.0,79.73,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,3.0,1.5,2.0,1.0,12.0,6.0,11.5210843373,1320.0,110.0
3295231,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,flexible,16450489,1.0,41.40408,2.17269,1.0,21.0,Apartment,4.0,Private room,0,la Sagrada Famlia,0,0,0,0,0,25,31,31,30,31,30,31,209.0,57.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,11.5384615385,10.5,0.875
3296173,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,16651888,1.0,41.401382,2.170119,4.0,96.0,Apartment,5.0,Entire home/apt,0,la Dreta de l'Eixample,0,0,0,0,0,0,21,31,30,31,30,31,174.0,47.67,1.0,1.0,2.0,2.0,2.0,3.0,2.0,6.0,1.5,2.0,0.0,2.0,24.5,12.25,15.5817174515,4704.0,392.0
3298300,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,moderate,6524104,1.0,41.39371,2.164289,2.0,25.0,Apartment,5.0,Private room,0,la Dreta de l'Eixample,16,29,31,30,31,30,31,31,30,31,30,31,351.0,96.16,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.5,1.0,3.0,3.0,0.0,19.5,9.75,16.9285714286,487.5,40.625
3298762,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,16660771,1.0,41.374985,2.147849,2.0,62.0,Apartment,5.0,Private room,0,Hostafrancs,18,23,28,30,31,30,31,31,30,31,30,31,344.0,94.25,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,9.0,4.5,100.0,558.0,46.5
3299783,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,2.0,moderate,13059215,1.0,41.397368,2.176665,2.0,80.0,Apartment,5.0,Entire home/apt,0,la Dreta de l'Eixample,27,15,31,30,31,30,31,31,30,31,30,31,348.0,95.34,1.0,0.0,0.0,2.0,3.0,4.0,2.5,2.0,3.0,3.5,1.5,0.0,22.5,11.25,5.05617977528,1800.0,150.0
3300531,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,1.0,moderate,3390554,1.0,41.395792,2.173622,2.0,50.0,Bed & Breakfast,4.5,Private room,0,la Dreta de l'Eixample,28,29,26,30,31,30,31,31,30,31,30,31,358.0,98.08,0.0,0.0,0.0,1.0,0.0,0.0,1.5,4.0,4.0,2.0,1.0,0.0,13.5,6.75,100.0,675.0,56.25
3301056,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,16670593,2.0,41.386471,2.162249,2.0,65.0,Apartment,4.5,Private room,0,l'Antiga Esquerra de l'Eixample,9,29,31,30,31,30,31,31,30,31,30,31,344.0,94.25,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,7.0,3.0,1.0,19.0,9.5,3.0612244898,1235.0,102.916666667
3301887,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,flexible,16675353,1.0,41.404059,2.17126,1.0,76.0,Apartment,4.5,Entire home/apt,0,el Camp d'en Grassot i Grcia Nova,6,25,18,18,12,19,18,31,30,31,30,31,269.0,73.7,2.0,0.0,0.0,5.0,7.0,3.0,4.5,5.0,7.0,6.5,4.0,2.5,46.5,23.25,9.40111420613,1767.0,147.25
330248,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,880805,0.0,41.382955,2.162754,2.0,39.0,Apartment,5.0,Private room,0,Sant Antoni,21,29,31,30,31,30,31,31,30,31,30,31,356.0,97.53,0.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8.5,4.25,2.11267605634,331.5,27.625
3304803,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,7202104,0.0,41.404902,2.173652,3.0,106.0,Apartment,4.0,Entire home/apt,0,la Sagrada Famlia,27,29,31,30,31,30,31,31,30,31,30,31,362.0,99.18,2.0,1.0,2.0,2.0,6.0,6.0,4.0,4.5,3.0,4.5,2.0,2.0,39.0,19.5,4.92537313433,6201.0,516.75
3306338,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,4948668,1.0,41.386751,2.179188,1.0,25.0,Other,4.5,Private room,0,"Sant Pere, Santa Caterina i la Ribera",29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,6.0,3.0,40.7794676806,75.0,6.25
3306780,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,16699580,0.0,41.382861,2.169239,1.0,29.0,Apartment,4.5,Private room,0,el Raval,25,27,29,30,31,23,31,31,30,31,30,31,349.0,95.62,2.0,0.0,1.0,5.0,4.0,6.0,10.0,6.5,4.5,5.0,5.5,1.0,50.5,25.25,1.95439739414,732.25,61.0208333333
330723,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,moderate,1687383,0.0,41.37729,2.172253,14.0,19.0,Apartment,4.5,Private room,0,el Raval,21,29,31,30,31,15,5,22,30,31,30,31,306.0,83.84,0.0,1.5,1.0,2.0,1.5,1.0,1.33,1.0,1.0,1.5,1.0,1.0,13.83,6.915,12.9008746356,1839.39,153.2825
330766,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,1.0,strict,1687524,0.0,41.390743,2.17306,2.0,98.0,Apartment,5.0,Entire home/apt,0,la Dreta de l'Eixample,27,29,31,30,26,30,31,31,30,31,30,31,357.0,97.81,1.0,3.0,2.33,2.33,2.33,5.0,2.0,3.0,2.25,3.33,1.33,0.0,27.9,13.95,49.3902439024,2734.2,227.85
